	Unnamed: 0	Ratsmitglied	Zutrittsberechtigte	Funktion	Partei	Kanton	page	document	Partei DE	Fraktion	Sektor	Organisation	Score
541	1789	Gugger Niklaus-Samuel, EVP/ZH	Müller Werner	BirdLife Schweiz	EVP	ZH	12.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	CVP	CVP-Fraktion	Umwelt & Natur	Schweizer Vogelschutz SVS/BirdLife Schweiz	90
542	1791	Guhl Bernhard, BDP/AG	Kilchenmann Stefan	Swisscom AG	BDP	AG	12.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	BDP	BDP Fraktion	Dienstleister Kommunikation	Swisscom AG	100
543	1792	Guhl Bernhard, BDP/AG	Hofmann Max	Verband Schweizerischer Polizeibeamter	BDP	AG	12.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	BDP	BDP Fraktion	Polizei	Verband Schweizerischer Polizeibeamter	100
544	1793	Guldimann Tim, SP/ZH	Kleiner Flavia	Operation Libero	SP	ZH	12.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Staatspolitik allgemein	Operation Libero	100
545	1794	Guldimann Tim, SP/ZH	Bez Raphaël	Neue Europaïsche Bewegung Schweiz	SP	ZH	12.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Pro EU	Neue Europäische Bewegung Schweiz	97
546	1795	Gutjahr Diana, SVP/TG	Schneider Urs	Schweizer Bauernverband	SVP	TG	12.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Landwirtschaft allgemein	Schweizer Bauernverband	100
547	1798	Gysi Barbara, SP/SG	Wicki Janine	Personalverband des Bundes	SP	SG	13.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Personalverband des Bundes	100
548	1800	Hadorn Philipp, SP/SO	Lehmann Daniela	Gewerkschaft des Verkehrspersonals	SP	SO	13.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Gewerkschaft des Verkehrspersonals SEV	95
549	1801	Hardegger Thomas, SP/ZH	Pult Jon	Alpeninitiative	SP	ZH	13.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Umwelt & Natur	Alpen-Initiative	97
550	1802	Hardegger Thomas, SP/ZH	Ziltener Erika	Dachverbband Schweizerischer Patientenstellen	SP	ZH	13.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Patienten	Dachverband Schweizerischer Patientenstellen	99
551	1803	Häsler Christine, GPS/BE	Wirz Felix	Ecopolitics GmbH	GPS	BE	13.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	GPS	Grüne Fraktion	Consulting/PR	Ecopolitics GmbH	100
552	1804	Häsler Christine, GPS/BE	Schaffner Ursula	AGILE.CH	GPS	BE	13.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	GPS	Grüne Fraktion	Behinderung	AGILE.CH	100
553	1809	Heim Bea, SP/SO	Flügel Martin	Caritas Schweiz	SP	SO	13.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Hilfswerke	Caritas Schweiz	100
554	1815	Hess Lorenz, BDP/BE	Beutler Nicole	furrerhugi.ag	BDP	BE	14.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	BDP	BDP Fraktion	Consulting/PR	furrerhugi.ag	100
555	1816	Hess Lorenz, BDP/BE	Nünlist Stefan	Swisscom AG	BDP	BE	14.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	BDP	BDP Fraktion	Dienstleister Kommunikation	Swisscom AG	100
556	1824	Imark Christian, SVP/SO	Borner Daniel	Gastro Suisse	SVP	SO	14.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Tourismus/Gastronomie	Gastrosuisse	96
557	1825	Jans Beat, SP/BS	Wiener Daniel	ecos AG	SP	BS	14.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Consulting/PR	Ecos AG	100
558	1826	Jans Beat, SP/BS	Haudenschild Rita	Schweizerische Energiestiftung	SP	BS	14.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Alternativenergie	Schweizerische Energie-Stiftung	98
559	1830	Kälin Irène, GPS/AG	Läuble Hans	SuisseCulture	GPS	AG	15.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	GPS	Grüne Fraktion	Kulturförderung	Suisseculture	100
560	1836	Kiener Nellen Margret, SP/BE	Heim Dore	Schweizerischer Gewerkschaftsbund	SP	BE	15.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Schweizerischer Gewerkschaftsbund	100
561	1837	Kiener Nellen Margret, SP/BE	Tomisawa Sacra	ELLIPS	SP	BE	15.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Consulting/PR	ellips public affairs & consulting sàrl	90
562	1842	Landolt Martin, BDP/GL	Hottiger Steve	UBS AG	BDP	GL	15.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	BDP	BDP Fraktion	Banken	UBS AG	100
563	1851	Maire Jacques-André, PSS/NE	Fischer Gabriel	Travail.Suisse	PSS	NE	16.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Travail.Suisse	100
564	1859	Marti Min Li, SP/ZH	Wegmüller Lukas	NEBS	SP	ZH	16.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Pro EU	Nebs Sektion Neuenburg	90
565	1860	Marti Min Li, SP/ZH	Merkli Christoph	Pro Velo Schweiz	SP	ZH	16.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Langsamverkehr	Pro Velo Schweiz	100
566	1863	Masshardt Nadine, SP/BE	Fischer Alex	Procap Schweiz	SP	BE	17.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Behinderung	Procap Schweiz	100
567	1868	Mazzone Lisa, PES/GE	Lempert Lewin	Gruppe für eine Schweiz ohne Armee (GSoA)	PES	GE	17.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	GPS	Grüne Fraktion	Militär	Gruppe für eine Schweiz ohne Armee (GSoA)	100
568	1871	Meyer Mattea, SP/ZH	Gross Dominik	Alliance Sud	SP	ZH	17.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Hilfswerke international	Alliance Sud	100
569	1872	Meyer Mattea, SP/ZH	Lampart Daniel	Schweizerischer Gewerkschaftsbund	SP	ZH	17.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Schweizerischer Gewerkschaftsbund	100
570	1877	Müller Leo, CVP/LU	Perina-Werz Alexandra	Raiffeisen Schweiz Genossenschaft	CVP	LU	17.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	CVP	CVP-Fraktion	Banken	Raiffeisen Schweiz	90
571	1880	Müller Thomas, SVP/SG	Zumbühl Rudolf	Touring Club Schweiz	SVP	SG	18.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Individualverkehr	Touring Club Schweiz TCS	95
572	1883	Müller-Altermatt Stefan, CVP/SO	Maurer Jürg	Migros Genossenschaftsbund	CVP	SO	18.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	CVP	CVP-Fraktion	Detailhandel	Migros-Genossenschafts-Bund	98
573	1884	Müller-Altermatt Stefan, CVP/SO	Kunz Stefano	Schweizer Musikrat	CVP	SO	18.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	CVP	CVP-Fraktion	Musik	Schweizer Musikrat SMR	95
574	1885	Munz Martina, SP/SH	Schuler Kaspar	Allianz Atomausstieg	SP	SH	18.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	AKW-Gegner	Allianz Atomausstieg	100
575	1890	Naef Martin, SP/ZH	Herkenrath Marc	Alliance Sud	SP	ZH	18.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Hilfswerke international	Alliance Sud	100
576	1892	Nantermod Philippe, PLR/VS	Kuonen Martin Marcel	Centre patronal	PLR	VS	18.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	FDP	FDP-Liberale Fraktion	KMU/Gewerbe/Arbeitgeber	Centre Patronal	100
577	1893	Nicolet Jacques, UDC/VD	Thomas Luc	Prometerre	UDC	VD	18.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Landwirtschaft allgemein	Prométerre	95
578	1895	Nidegger Yves, UDC/GE	Zijdenbos Theo	Vereinigung Schweizerischer Privatbanken	UDC	GE	19.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Banken	Vereinigung Schweizerischer Privatbanken	100
579	1896	Nidegger Yves, UDC/GE	Bollag Josef	Institute for Security Analysis and Strategic Networking	UDC	GE	19.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Sicherheit allgemein	Institut für Sicherheitsanalysen und strategisches Networking - Stiftung (ISSN)	90
580	1905	Pardini Corrado, SP/BE	Wyss Manuel	Gewerkschaft Unia, Sektor Industrie	SP	BE	19.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Gewerkschaft Unia	90
581	1907	Pezzatti Bruno, FDP-Liberale/ZG	Mühlethaler Jan	Suva	FDP	ZG	19.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	FDP	FDP-Liberale Fraktion	Versicherungen	Suva	100
582	1908	Pezzatti Bruno, FDP-Liberale/ZG	Enggasser Josiane	Schweizer Obstverband	FDP	ZG	19.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	FDP	FDP-Liberale Fraktion	Obstwirtschaft	Schweizer Obstverband	100
583	1909	Pfister Gerhard, CVP/ZG	Studerus Konrad	Studerus und Partner AG	CVP	ZG	19.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	CVP	CVP-Fraktion	Consulting/PR	Studerus und Partner AG	100
584	1913	Piller Carrard Valérie, PSS/FR	Lenz Franziska	Krebsliga	PSS	FR	20.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Patienten	Krebsliga des Kantons Freiburg	90
585	1915	Portmann Hans-Peter, FDP-Liberale/ZH	Hammer Andreas	KPMG	FDP	ZH	20.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	FDP	FDP-Liberale Fraktion	Advokaturen/Treuhand	KPMG AG	90
586	1916	Portmann Hans-Peter, FDP-Liberale/ZH	Lipp Silvan	Schweizerische Bankiervereinigung	FDP	ZH	20.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	FDP	FDP-Liberale Fraktion	Banken	Schweizerische Bankiervereinigung	100
587	1918	Quadranti Rosmarie, BDP/ZH	Schegg René	Pink Cross	BDP	ZH	20.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	BDP	BDP Fraktion	Gleichstellung	Pink Cross	100
588	1922	Regazzi Fabio, CVP/TI	Geninazzi Angelo	furrerhugi.ag Svizzera italiana	CVP	TI	20.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	CVP	CVP-Fraktion	Consulting/PR	furrerhugi.ag	90
589	1923	Reimann Lukas, SVP/SG	Simonet Denis	Piratenpartei	SVP	SG	20.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Parteien	Piratenpartei Schweiz	90
590	1929	Rickli Natalie, SVP/ZH	Sennhauser Marcel	scienceindustries	SVP	ZH	21.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Pharma	Scienceindustries	100
591	1931	Riklin Kathy, CVP/ZH	Weissen Roman	Swisscleantech	CVP	ZH	21.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	CVP	CVP-Fraktion	Cleantech	swisscleantech	100
592	1935	Ritter Markus, CVP/SG	Rufer Martin	Schweizer Bauernverband	CVP	SG	21.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	CVP	CVP-Fraktion	Landwirtschaft allgemein	Schweizer Bauernverband	100
593	1938	Romano Marco, CVP/TI	Borioli Sandoz Valérie	Travail.Suisse	CVP	TI	21.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	CVP	CVP-Fraktion	Arbeitnehmerorganisationen	Travail.Suisse	100
594	1939	Rösti Albert, SVP/BE	Rüegsegger Hans Jörg	Berner Bauernverband	SVP	BE	21.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Landwirtschaft allgemein	Berner Bauern Verband	98
595	1940	Rösti Albert, SVP/BE	Baltisser Martin	Robinvest AG	SVP	BE	21.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Investmentgesellschaften	Robinvest AG	100
596	1945	Rutz Gregor, SVP/ZH	Isler Claudia	IG Freiheit	SVP	ZH	22.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Staatspolitik allgemein	IG Freiheit	100
597	1946	Rutz Gregor, SVP/ZH	Lauber Tamara	Aktion Medienfreiheit	SVP	ZH	22.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Medien allgemein	Aktion Medienfreiheit	100
598	1948	Rytz Regula, GPS/BE	Bianchi Doris	Schweizerischer Gewerkschaftsbund	GPS	BE	22.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	GPS	Grüne Fraktion	Arbeitnehmerorganisationen	Schweizerischer Gewerkschaftsbund	100
599	1953	Schelbert Louis, GPS/LU	Liner Marcel	Pro Natura	GPS	LU	22.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	GPS	Grüne Fraktion	Umwelt & Natur	Pro Natura Solothurn	90
600	1954	Schelbert Louis, GPS/LU	Schmid Adrian	Schweizer Heimatschutz	GPS	LU	22.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	GPS	Grüne Fraktion	Kulturinstitutionen	Schweizer Heimatschutz	100
601	1955	Schenker Silvia, SP/BS	Kuert Killer Matthias	Travail.Suisse	SP	BS	22.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Travail.Suisse	100
602	1956	Schenker Silvia, SP/BS	Bienlein Martin	H+ Die Spitäler der Schweiz	SP	BS	22.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Spitäler	H+ die Spitäler der Schweiz	100
603	1957	Schilliger Peter, FDP-Liberale/LU	Kaufmann Hans-Peter	suissetec	FDP	LU	22.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	FDP	FDP-Liberale Fraktion	Baunebengewerbe	Schweizerisch-Liechtensteinischer Gebäudetechnikverband (suissetec)	90
604	1960	Schmid-Federer Barbara, CVP/ZH	Saxer Mark	furrerhugi.ag	CVP	ZH	23.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	CVP	CVP-Fraktion	Consulting/PR	furrerhugi.ag	100
605	1961	Schneeberger Daniela, FDP-Liberale/BL	Jenni Vanessa	Treuhand Suisse	FDP	BL	23.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	FDP	FDP-Liberale Fraktion	Advokaturen/Treuhand	Treuhand Suisse	100
606	1963	Schneider Schüttel Ursula, SP/FR	Urech Frédéric	Jugendsession	SP	FR	23.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Kinder/Jugend	Jugendsession	100
607	1964	Schneider Schüttel Ursula, SP/FR	Jegher Stella	pro natura	SP	FR	23.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Umwelt & Natur	Pro Natura Solothurn	90
608	1965	Schneider-Schneiter Elisabeth, CVP/BL	Saladin Franz	Handelskammer beider Basel	CVP	BL	23.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	CVP	CVP-Fraktion	Wirtschaft allgemein	Handelskammer beider Basel	100
609	1966	Schneider-Schneiter Elisabeth, CVP/BL	Huber Peter Andreas	Novartis	CVP	BL	23.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	CVP	CVP-Fraktion	Pharma	Novartis International AG	90
610	1969	Seiler Graf Priska, SP/ZH	Fust Michael	WWF Schweiz	SP	ZH	23.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Umwelt & Natur	WWF Schweiz	100
611	1970	Seiler Graf Priska, SP/ZH	Angelini Rebecca	Fachstelle Frauenhandel und Frauenmigration	SP	ZH	23.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Migration	Fachstelle Frauenhandel und Frauenmigration	100
612	1971	Semadeni Silva, SP/GR	Dietler Christof	Agrarallianz	SP	GR	23.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Landwirtschaft allgemein	Agrarallianz	100
613	1972	Semadeni Silva, SP/GR	Ulber Marcus	Pro Natura	SP	GR	23.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Umwelt & Natur	Pro Natura Solothurn	90
614	1973	Siegenthaler Heinz, BDP/BE	Huissoud Nicolas	JBDP Kanton Bern	BDP	BE	23.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	BDP	BDP Fraktion	Kantone/Regionen	Kanton Bern	95
615	1977	Sommaruga Carlo, PSS/GE	Rouvenaz Badoud Catherine	AGILE.CH	PSS	GE	24.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Behinderung	AGILE.CH	100
616	1978	Sommaruga Carlo, PSS/GE	Matile Laurent	Alliance Sud	PSS	GE	24.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Hilfswerke international	Alliance Sud	100
617	1979	Stahl Jürg, SVP/ZH	Miescher Alex	Schweizerischer Fussballverband	SVP	ZH	24.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Breitensport	Schweizerischer Fussballverband	100
618	1980	Stahl Jürg, SVP/ZH	Schnegg Roger	Swiss Olympic	SVP	ZH	24.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Spitzensport	Swiss Olympic Association	90
619	1981	Stamm Luzi, SVP/AG	Buholzer René	interpharma	SVP	AG	24.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Pharma	Interpharma	100
620	1986	Streiff-Feller Marianne, EVP/BE	Saxenhofer Peter	INSOS Schweiz	EVP	BE	24.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	CVP	CVP-Fraktion	Behinderung	INSOS Schweiz	100
621	1988	Thorens Goumaz Adèle, PES/VD	Voigt Anne	Greenpeace	PES	VD	24.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	GPS	Grüne Fraktion	Umwelt & Natur	Greenpeace Schweiz	90
622	1994	Tuena Mauro, SVP/ZH	Fischer Benjamin	Junge SVP Schweiz	SVP	ZH	25.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Parteien	Junge SVP Schweiz	100
623	1997	Vogler Karl, csp-ow/OW	Stückelberger Ueli	Verband öffentlicher Verkehr, Seilbahnen Schweiz	csp	OW	25.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	CVP	CVP-Fraktion	Öffentlicher Verkehr	Seilbahnen Schweiz	90
624	1998	Vogler Karl, csp-ow/OW	Steiner Adrian	Verband Schweizerischer Kantonalbanken	csp	OW	25.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	CVP	CVP-Fraktion	Banken	Verband Schweizerischer Kantonalbanken	100
625	1999	Vogt Hans-Ueli, SVP/ZH	Kristensen Philip Holmgaard	PGLR (Parlamentarische Gruppe Luft- und Raumfahrt)	SVP	ZH	25.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Luftfahrt	Parlamentarische Gruppe Luft- und Raumfahrt	95
626	2002	von Siebenthal Erich, SVP/BE	Flückiger Stefan	Berner Waldbesitzer	SVP	BE	25.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Holz- und Waldwirtschaft	Berner Waldbesitzer	100
627	2003	Walliser Bruno, SVP/ZH	Richner Andreas	Farner Consulting AG	SVP	ZH	25.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Consulting/PR	Farner Consulting AG	100
628	2005	Walti Beat, FDP-Liberale/ZH	Vogt Valentin	Schweizerischer Arbeitgeberverband	FDP	ZH	25.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	FDP	FDP-Liberale Fraktion	KMU/Gewerbe/Arbeitgeber	Schweizerischer Arbeitgeberverband	100
629	2012	Weibel Thomas, glp/ZH	Eisenhut Antonia Katharina	aqua viva	glp	ZH	26.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	glp	Grünliberale Fraktion	Wasser	Aqua Viva	100
630	2013	Weibel Thomas, glp/ZH	Zeyer Christian	swisscleantech	glp	ZH	26.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	glp	Grünliberale Fraktion	Cleantech	swisscleantech	100
631	2015	Wermuth Cédric, SP/AG	Eggler Simone	Terre des Femmes	SP	AG	26.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SP	Sozialdemokratische Fraktion	Gleichstellung	Terre des Femmes Schweiz	90
632	2016	Wobmann Walter, SVP/SO	Burgener Andreas	auto-schweiz	SVP	SO	26.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Individualverkehr	auto-schweiz Vereinigung Schweizer Automobil-Importeuere	90
633	2017	Wobmann Walter, SVP/SO	Launaz François	auto-schweiz	SVP	SO	26.0	2018-01-23 Register der Zutrittsberechtigten NR.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Individualverkehr	auto-schweiz Vereinigung Schweizer Automobil-Importeuere	90
