	Unnamed: 0	Ratsmitglied	Zutrittsberechtigte	Funktion	Partei	Kanton	page	document	Partei DE	Fraktion	Sektor	Organisation	Score
0	2	Aebi Andreas, SVP/BE	Schneider Donat	aaremilch AG	SVP	BE	2.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Milchwirtschaft	aaremilch AG	100
1	3	Aebi Andreas, SVP/BE	Wyss Andreas	Berner Bauernverband	SVP	BE	2.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Landwirtschaft allgemein	Berner Bauern Verband	98
2	4	Aebischer Matthias, SP/BE	Bütikofer Etienne	Bildungsorganisation savoirsuisse	SP	BE	2.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Bildung/Wissenschaft	savoirsuisse	90
3	8	Amaudruz Céline, UDC/GE	Eperon Patrick	Centre patronal	UDC	GE	2.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	KMU/Gewerbe/Arbeitgeber	Centre Patronal	100
4	9	Amaudruz Céline, UDC/GE	Trunz Manuel	UBS AG	UDC	GE	2.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Banken	UBS AG	100
5	12	Amstutz Adrian, SVP/BE	Jaussi Reto	ASTAG Schweizerischer Nutzfahrzeugverband	SVP	BE	2.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Logistik/Transport	Astag, Schweizerischer Nutzfahrzeugverband	99
6	24	Bauer Philippe, PLR/NE	Moret Alfred	Suissetec	PLR	NE	3.0	zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	Baunebengewerbe	Schweizerisch-Liechtensteinischer Gebäudetechnikverband (suissetec)	90
7	26	Bäumle Martin, glp/ZH	Zenhäusern Martin	Zenhäusern & Partner AG	glp	ZH	3.0	zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Consulting/PR	Zenhäusern & Partner AG Unternehmensberatung für Öffentlichkeitsarbeit	90
8	27	Bäumle Martin, glp/ZH	Ananiadis Jorgo	Piratenpartei	glp	ZH	3.0	zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Parteien	Piratenpartei Schweiz	90
9	35	Bertschy Kathrin, glp/BE	Trummer Christoph	Musikschaffende Schweiz	glp	BE	4.0	zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Musik	Verein Musikschaffende Schweiz	95
10	36	Bertschy Kathrin, glp/BE	Achermann Sophie	alliance F	glp	BE	4.0	zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Gleichstellung	alliance F – Bund Schweizerischer Frauenorganisationen	90
11	37	Bigler Hans-Ulrich, FDP-Liberale/ZH	Kläy Dieter	Schweizerischer Gewerbeverband sgv	FDP	ZH	4.0	zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	KMU/Gewerbe/Arbeitgeber	Schweizerischer Gewerbeverband	95
12	38	Bigler Hans-Ulrich, FDP-Liberale/ZH	Salzmann Bernhard	Schweizerischer Baumeisterverband	FDP	ZH	4.0	zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	Bauhauptgewerbe	Schweizerischer Baumeisterverband	100
13	39	Birrer-Heimo Prisca, SP/LU	Stalder Sara	Stiftung für Konsumentenschutz	SP	LU	4.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Konsumentenschutz	Stiftung für Konsumentenschutz (SKS)	95
14	44	Brand Heinz, SVP/GR	Nold Rebetez Verena	santésuisse	SVP	GR	4.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Krankenkassen	Santésuisse	100
15	47	Brélaz Daniel, PES/VD	Jakob Stefan	Ecopolitics	PES	VD	4.0	zutrittsberechtigte-nr.pdf	GPS	Grüne Fraktion	Consulting/PR	Ecopolitics GmbH	95
16	48	Brélaz Daniel, PES/VD	Michaud Gigon Sophie	Fédération romande des consommateurs (FRC)	PES	VD	4.0	zutrittsberechtigte-nr.pdf	GPS	Grüne Fraktion	Konsumentenschutz	Fédération romande des consommateurs (FRC)	100
17	56	Bühler Manfred, UDC/BE	Durst Marcel	Association Spitex privée Suisse (ASPS)	UDC	BE	5.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Spitex	Association Spitex privée Suisse ASPS	99
18	63	Campell Duri, BDP/GR	Bürki Franziska	Entwicklung Schweiz	BDP	GR	5.0	zutrittsberechtigte-nr.pdf	BDP	BDP Fraktion	Bauhauptgewerbe	Entwicklung Schweiz	100
19	74	Chevalley Isabelle, pvl/VD	Frey Tim	Farner Consulting AG	pvl	VD	6.0	zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Consulting/PR	Farner Consulting AG	100
20	75	Chiesa Marco, UDC/TI	Denti Franco Eugenio	Ordine dei Medici del Canton Ticino	UDC	TI	6.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Arztmedizin	Ordine dei Medici del Canton Ticino	100
21	79	Crottaz Brigitte, PSS/VD	Zurich Simon	furrerhugi AG et Fédération suisse des patients	PSS	VD	6.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Consulting/PR	furrerhugi.ag	90
22	80	de Buman Dominique, PDC/FR	Gisi Barbara	Schweizer Tourismus-Verband	PDC	FR	6.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Tourismus/Gastronomie	Schweizer Tourismus-Verband	100
23	81	de Buman Dominique, PDC/FR	Shahinian Sarkis	Parlamentarische Gruppe Schweiz-Armenien	PDC	FR	6.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Aussenpolitik allgemein	Parlamentarische Gruppe Schweiz - Armenien	98
24	82	de Courten Thomas, SVP/BL	Gfeller Kurt	Schweizerischer Gewerbeverband	SVP	BL	7.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	KMU/Gewerbe/Arbeitgeber	Schweizerischer Gewerbeverband	100
25	83	de Courten Thomas, SVP/BL	Müller Axel	Intergenerika	SVP	BL	7.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Pharma	Intergenerika	100
26	86	Derder Fathi, PLR/VD	Gaggini Cristina	Economiesuisse	PLR	VD	7.0	zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	Wirtschaft allgemein	economiesuisse	100
27	101	Eichenberger-Walther Corina, FDP-	Schläpfer Martin	Migros-Genossenschaftsbund	FDP	P-	8.0	zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	Detailhandel	Migros-Genossenschafts-Bund	98
28	108	Fehlmann Rielle Laurence, PSS/GE	Savary Jean-Félix	GREA-Groupement Romand d'Etudes des Addictions	PSS	GE	8.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Gesundheit	Groupement Romand d'Etudes des Addictions GREA	95
29	110	Feri Yvonne, SP/AG	Bühlmann Regula	Schweizerischer Gewerkschaftsbund SGB	SP	AG	8.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Schweizerischer Gewerkschaftsbund	95
30	113	Flach Beat, glp/AG	Kaeppeli Michel	Flach Consulting GmbH (u. persönlicher Mitarbeiter B.Flach)	glp	AG	8.0	zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Consulting/PR	Flach Consulting GmbH	90
31	114	Flach Beat, glp/AG	Weidmann Yves Samuel	interpharma iph	glp	AG	8.0	zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Pharma	Interpharma	95
32	119	Flückiger-Bäni Sylvia, SVP/AG	Starck Christoph	Lignum Holzwirtschaft Schweiz	SVP	AG	9.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Holz- und Waldwirtschaft	Lignum Holzwirtschaft Schweiz	100
33	120	Fluri Kurt, FDP-Liberale/SO	Schmid Michael	Verband der Schweizerischen Gasindustrie	FDP	SO	9.0	zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	Uhrenindustrie	Verband der Schweizerischen Uhrenindustrie	90
34	121	Fluri Kurt, FDP-Liberale/SO	Schneeberger Paul	Schweizerischer Städteverband	FDP	SO	9.0	zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	Städte	Schweizerischer Städteverband	100
35	123	Frei Daniel, glp/ZH	Melone Daniela	Elternbildung CH	glp	ZH	9.0	zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Gemeinwohl/Gesellschaft	Elternbildung CH	100
36	125	Fridez Pierre-Alain, PSS/JU	Konrad Christelle	Réflexion Santé Suisse	PSS	JU	9.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Gesundheit	Réflexion Santé Suisse	100
37	126	Friedl Claudia, SP/SG	Schmassmann Eva	Alliance sud	SP	SG	9.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Hilfswerke international	Alliance Sud	100
38	127	Friedl Claudia, SP/SG	Wittwer Jürg	Hausverein Schweiz	SP	SG	9.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Immobilien/Hauseigentümer	Hausverein Ostschweiz	92
39	129	Geissbühler Andrea Martina, SVP/BE	Bundi Ryser Johanna	Verband Schweizerischer Polizei-Beamter	SVP	BE	9.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Polizei	Verband Schweizerischer Polizeibeamter	99
40	134	Giezendanner Ulrich, SVP/AG	Kirchhofer André	ASTAG	SVP	AG	10.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Logistik/Transport	Astag, Sektion Nordwestschweiz	90
41	136	Girod Bastien, GPS/ZH	Hofstetter Patrick	WWF Schweiz	GPS	ZH	10.0	zutrittsberechtigte-nr.pdf	GPS	Grüne Fraktion	Umwelt & Natur	WWF Schweiz	100
42	138	Glanzmann-Hunkeler Ida, CVP/LU	Graf Guido	Regierungsrat des Kantons Luzern	CVP	LU	10.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Kantone/Regionen	Regierungsrat des Kantons Luzern	100
43	141	Glättli Balthasar, GPS/ZH	Staudenmann Jürg	Alliance Sud	GPS	ZH	10.0	zutrittsberechtigte-nr.pdf	GPS	Grüne Fraktion	Hilfswerke international	Alliance Sud	100
44	145	Gmür Alois, CVP/SZ	Platzer Casimir	GastroSuisse	CVP	SZ	10.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Tourismus/Gastronomie	Gastrosuisse	100
45	146	Gmür Alois, CVP/SZ	Kreber Marcel	Schweizer Brauerei-Verband	CVP	SZ	10.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Weinbau, Bier und Spirituosen	Schweizer Brauerei-Verband	100
46	147	Gmür-Schönenberger Andrea, CVP/LU	Bühler Adrian	Communicators	CVP	LU	10.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Consulting/PR	Communicators AG	95
47	150	Gössi Petra, FDP-Liberale/SZ	Davatz-Höchner Christine	Schweizerischer Gewerbeverband sgv	FDP	SZ	11.0	zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	KMU/Gewerbe/Arbeitgeber	Schweizerischer Gewerbeverband	95
48	152	Graf Maya, GPS/BL	Bossard Martin	Bio Suisse	GPS	BL	11.0	zutrittsberechtigte-nr.pdf	GPS	Grüne Fraktion	Ökologie	Bio Suisse, Vereinigung Schweizer Biolandbau-Organisationen	90
49	153	Graf Maya, GPS/BL	Goethe Christina	Brot für alle	GPS	BL	11.0	zutrittsberechtigte-nr.pdf	GPS	Grüne Fraktion	Hilfswerke international	Stiftung Brot für alle	90
50	154	Graf-Litscher Edith, SP/TG	Graf Harry	ewz	SP	TG	11.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Energieversorger	ewz	100
51	155	Graf-Litscher Edith, SP/TG	Stüdeli Walter	Köhler, Stüdeli & Partner GmbH	SP	TG	11.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Consulting/PR	Köhler, Stüdeli & Partner GmbH	100
52	158	Grossen Jürg, glp/BE	Frank Michael	Verband Schweizerischer Elektrizitätsunternehmen (VSE)	glp	BE	11.0	zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Energieversorger	Verband Schweizerischer Elektrizitätsunternehmen (VSE)	100
53	159	Grossen Jürg, glp/BE	Kopp Laura	Verband Schweizerischer Elektro-Installationsfirmen (VSEI)	glp	BE	11.0	zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Baunebengewerbe	Verband Schweizerischer Elektro-Installationsfirmen	95
54	160	Grunder Hans, BDP/BE	Köpe Christian	Galenica AG	BDP	BE	11.0	zutrittsberechtigte-nr.pdf	BDP	BDP Fraktion	Pharma	Galenica AG	100
55	166	Gugger Niklaus-Samuel, EVP/ZH	Müller Werner	BirdLife Schweiz	EVP	ZH	12.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Umwelt & Natur	Schweizer Vogelschutz SVS/BirdLife Schweiz	90
56	168	Guhl Bernhard, BDP/AG	Kilchenmann Stefan	Swisscom AG	BDP	AG	12.0	zutrittsberechtigte-nr.pdf	BDP	BDP Fraktion	Dienstleister Kommunikation	Swisscom AG	100
57	169	Guhl Bernhard, BDP/AG	Hofmann Max	Verband Schweizerischer Polizeibeamter	BDP	AG	12.0	zutrittsberechtigte-nr.pdf	BDP	BDP Fraktion	Polizei	Verband Schweizerischer Polizeibeamter	100
58	173	Gysi Barbara, SP/SG	Wicki Janine	Personalverband des Bundes	SP	SG	12.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Personalverband des Bundes	100
59	177	Hadorn Philipp, SP/SO	Lehmann Daniela	Gewerkschaft des Verkehrspersonals	SP	SO	12.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Gewerkschaft des Verkehrspersonals SEV	95
60	178	Hardegger Thomas, SP/ZH	Ziltener Erika	Dachverbband Schweizerischer Patientenstellen	SP	ZH	12.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Patienten	Dachverband Schweizerischer Patientenstellen	99
61	180	Hausammann Markus, SVP/TG	Novak Martina	swisscleantech	SVP	TG	13.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Cleantech	swisscleantech	100
62	184	Heim Bea, SP/SO	Flügel Martin	Caritas Schweiz	SP	SO	13.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Hilfswerke	Caritas Schweiz	100
63	187	Herzog Verena, SVP/TG	Martin Urs	Privatkliniken Schweiz / Hirslanden AG	SVP	TG	13.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Spitäler	Privatkliniken Schweiz	90
64	190	Hess Lorenz, BDP/BE	Beutler Nicole	furrerhugi.ag	BDP	BE	13.0	zutrittsberechtigte-nr.pdf	BDP	BDP Fraktion	Consulting/PR	furrerhugi.ag	100
65	191	Hess Lorenz, BDP/BE	Nünlist Stefan	Swisscom AG	BDP	BE	13.0	zutrittsberechtigte-nr.pdf	BDP	BDP Fraktion	Dienstleister Kommunikation	Swisscom AG	100
66	199	Imark Christian, SVP/SO	Borner Daniel	Gastro Suisse	SVP	SO	14.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Tourismus/Gastronomie	Gastrosuisse	96
67	200	Jans Beat, SP/BS	Wiener Daniel	ecos AG	SP	BS	14.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Consulting/PR	Ecos AG	100
68	201	Jans Beat, SP/BS	Epprecht Nils	Schweizerische Energie-Stiftung	SP	BS	14.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Alternativenergie	Schweizerische Energie-Stiftung	100
69	205	Kälin Irène, GPS/AG	Läubli Hans	SuisseCulture	GPS	AG	14.0	zutrittsberechtigte-nr.pdf	GPS	Grüne Fraktion	Kulturförderung	Suisseculture	100
70	211	Kiener Nellen Margret, SP/BE	Heim Dore	Schweizerischer Gewerkschaftsbund	SP	BE	14.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Schweizerischer Gewerkschaftsbund	100
71	217	Kutter Philipp, CVP/ZH	Dürr Lucius	Pro Familia Schweiz	CVP	ZH	15.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Gemeinwohl/Gesellschaft	Pro Familia Schweiz	100
72	220	Landolt Martin, BDP/GL	Weibel Alena	Axpo Holding AG	BDP	GL	15.0	zutrittsberechtigte-nr.pdf	BDP	BDP Fraktion	Energieversorger	Axpo Holding AG	100
73	225	Maire Jacques-André, PSS/NE	Fischer Gabriel	Travail.Suisse	PSS	NE	15.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Travail.Suisse	100
74	235	Marti Min Li, SP/ZH	Wegmüller Lukas	NEBS	SP	ZH	16.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Pro EU	Nebs Sektion Neuenburg	90
75	236	Marti Min Li, SP/ZH	Merkli Christoph	Pro Velo Schweiz	SP	ZH	16.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Langsamverkehr	Pro Velo Schweiz	100
76	237	Marti Samira, SP/BL	Estermann Linda	Kinderlobby	SP	BL	16.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Kinder/Jugend	Kinderlobby Schweiz	90
77	238	Marti Samira, SP/BL	Bloch Yael	Kinderlobby	SP	BL	16.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Kinder/Jugend	Kinderlobby Schweiz	90
78	244	Mazzone Lisa, PES/GE	Lempert Lewin	Gruppe für eine Schweiz ohne Armee (GSoA)	PES	GE	16.0	zutrittsberechtigte-nr.pdf	GPS	Grüne Fraktion	Militär	Gruppe für eine Schweiz ohne Armee (GSoA)	100
79	251	Meyer Mattea, SP/ZH	Gross Dominik	Alliance Sud	SP	ZH	17.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Hilfswerke international	Alliance Sud	100
80	252	Meyer Mattea, SP/ZH	Lampart Daniel	Schweizerischer Gewerkschaftsbund	SP	ZH	17.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Schweizerischer Gewerkschaftsbund	100
81	253	Molina Fabian, SP/ZH	Grob Annina	AvenirSocial	SP	ZH	17.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	AvenirSocial	100
82	257	Moser Tiana Angelina, glp/ZH	Zuber Jessica	Alliance F	glp	ZH	17.0	zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Gleichstellung	alliance F – Bund Schweizerischer Frauenorganisationen	90
83	258	Moser Tiana Angelina, glp/ZH	Kleiner Flavia	Operation Libero	glp	ZH	17.0	zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Staatspolitik allgemein	Operation Libero	100
84	259	Müller Leo, CVP/LU	Perina-Werz Alexandra	Raiffeisen Schweiz Genossenschaft	CVP	LU	17.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Banken	Raiffeisen Schweiz	90
85	260	Müller Leo, CVP/LU	Cadonau Gallus	Solar Agentur Schweiz	CVP	LU	17.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Alternativenergie	Solar Agentur Schweiz	100
86	262	Müller Thomas, SVP/SG	Zumbühl Rudolf	Touring Club Schweiz	SVP	SG	17.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Individualverkehr	Touring Club Schweiz TCS	95
87	267	Müller-Altermatt Stefan, CVP/SO	Maurer Jürg	Migros Genossenschaftsbund	CVP	SO	18.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Detailhandel	Migros-Genossenschafts-Bund	98
88	268	Müller-Altermatt Stefan, CVP/SO	Kunz Stefano	Schweizer Musikrat	CVP	SO	18.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Musik	Schweizer Musikrat SMR	95
89	269	Munz Martina, SP/SH	Flückiger Jan	Swisspower AG	SP	SH	18.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Energieversorger	Swisspower AG	100
90	270	Munz Martina, SP/SH	Flückiger Stefan	Tierschutz	SP	SH	18.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Tierschutz	Aargauischer Tierschutzverein, Tierheim	90
91	273	Naef Martin, SP/ZH	Herkenrath Marc	Alliance Sud	SP	ZH	18.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Hilfswerke international	Alliance Sud	100
92	275	Nantermod Philippe, PLR/VS	Kuonen Martin Marcel	Centre patronal	PLR	VS	18.0	zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	KMU/Gewerbe/Arbeitgeber	Centre Patronal	100
93	276	Nicolet Jacques, UDC/VD	Thomas Luc	Prometerre	UDC	VD	18.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Landwirtschaft allgemein	Prométerre	95
94	277	Nidegger Yves, UDC/GE	Zijdenbos Theo	Vereinigung Schweizerischer Privatbanken	UDC	GE	18.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Banken	Vereinigung Schweizerischer Privatbanken	100
95	278	Nidegger Yves, UDC/GE	Bollag Josef	Institute for Security Analysis and Strategic Networking	UDC	GE	18.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Sicherheit allgemein	Institut für Sicherheitsanalysen und strategisches Networking - Stiftung (ISSN)	90
96	289	Pardini Corrado, SP/BE	Wyss Manuel	Gewerkschaft Unia, Sektor Industrie	SP	BE	19.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Gewerkschaft Unia	90
97	292	Pezzatti Bruno, FDP-Liberale/ZG	Enggasser Josiane	Schweizer Obstverband	FDP	ZG	19.0	zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	Obstwirtschaft	Schweizer Obstverband	100
98	293	Pfister Gerhard, CVP/ZG	Studerus Konrad	Studerus und Partner AG	CVP	ZG	19.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Consulting/PR	Studerus und Partner AG	100
99	294	Pfister Gerhard, CVP/ZG	Mutter Bettina	Dynamics Group AG	CVP	ZG	19.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Consulting/PR	Dynamics Group	95
100	295	Pieren Nadja, SVP/BE	Sennhauser Marcel	scienceindustries	SVP	BE	19.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Pharma	Scienceindustries	100
101	300	Piller Carrard Valérie, PSS/FR	Lenz Franziska	Krebsliga	PSS	FR	20.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Patienten	Krebsliga des Kantons Freiburg	90
102	301	Portmann Hans-Peter, FDP-Liberale/ZH	Hammer Andreas	KPMG	FDP	ZH	20.0	zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	Advokaturen/Treuhand	KPMG AG	90
103	302	Portmann Hans-Peter, FDP-Liberale/ZH	Lipp Silvan	Schweizerische Bankiervereinigung	FDP	ZH	20.0	zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	Banken	Schweizerische Bankiervereinigung	100
104	304	Quadranti Rosmarie, BDP/ZH	Heggli Roman	Pinkcross	BDP	ZH	20.0	zutrittsberechtigte-nr.pdf	BDP	BDP Fraktion	Gleichstellung	Pink Cross	95
105	307	Regazzi Fabio, CVP/TI	Geninazzi Angelo	furrerhugi.ag Svizzera italiana	CVP	TI	20.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Consulting/PR	furrerhugi.ag	90
106	308	Reimann Lukas, SVP/SG	Fouquet Pascal	Piratenpartei	SVP	SG	20.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Parteien	Piratenpartei Schweiz	90
107	317	Riklin Kathy, CVP/ZH	Weissen Roman	Swisscleantech	CVP	ZH	21.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Cleantech	swisscleantech	100
108	321	Ritter Markus, CVP/SG	Rufer Martin	Schweizer Bauernverband	CVP	SG	21.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Landwirtschaft allgemein	Schweizer Bauernverband	100
109	322	Ritter Markus, CVP/SG	Schneider Urs	Schweizer Bauernverband	CVP	SG	21.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Landwirtschaft allgemein	Schweizer Bauernverband	100
110	325	Roduit Benjamin, PDC/VS	Odermatt Sepp	Seilbahnen Schweiz	PDC	VS	21.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Öffentlicher Verkehr	Seilbahnen Schweiz	100
111	327	Romano Marco, CVP/TI	Borioli Sandoz Valérie	Travail.Suisse	CVP	TI	21.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Arbeitnehmerorganisationen	Travail.Suisse	100
112	328	Rösti Albert, SVP/BE	Rüegsegger Hans Jörg	Berner Bauernverband	SVP	BE	21.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Landwirtschaft allgemein	Berner Bauern Verband	98
113	339	Schenker Silvia, SP/BS	Kuert Killer Matthias	Travail.Suisse	SP	BS	22.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Travail.Suisse	100
114	340	Schenker Silvia, SP/BS	Bienlein Martin	H+ Die Spitäler der Schweiz	SP	BS	22.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Spitäler	H+ die Spitäler der Schweiz	100
115	341	Schilliger Peter, FDP-Liberale/LU	Kaufmann Hans-Peter	suissetec	FDP	LU	22.0	zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	Baunebengewerbe	Schweizerisch-Liechtensteinischer Gebäudetechnikverband (suissetec)	90
116	342	Schilliger Peter, FDP-Liberale/LU	Müller Roland A.	Schweizerischer Arbeitgeberverband	FDP	LU	22.0	zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	KMU/Gewerbe/Arbeitgeber	Schweizerischer Arbeitgeberverband	100
117	345	Schneeberger Daniela, FDP-Liberale/BL	Jenni Vanessa	Treuhand Suisse	FDP	BL	22.0	zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	Advokaturen/Treuhand	Treuhand Suisse	100
118	347	Schneider Schüttel Ursula, SP/FR	Jegher Stella	pro natura	SP	FR	23.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Umwelt & Natur	Pro Natura Solothurn	90
119	348	Schneider Schüttel Ursula, SP/FR	Schweri Florian	Jugendsession	SP	FR	23.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Kinder/Jugend	Jugendsession	100
